Reptér neve,Település,Ország,Azonosító,Szélesség,Hosszúság
Kauhajoki Airport,Kauhajoki,Finland,KHJ,62.46250153,22.39310074
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,KOK,63.72119904,23.14310074
Kuusamo Airport,Kuusamo,Finland,KAO,65.98760223,29.23940086
Kittilä Airport,Kittila,Finland,KTT,67.7009964,24.84679985
Kuopio Airport,Kuopio,Finland,KUO,63.00709915,27.79780006
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,QLF,61.144199,25.693501
Lappeenranta Airport,Lappeenranta,Finland,LPP,61.044601,28.144743
Mariehamn Airport,Mariehamn,Finland,MHQ,60.12220001,19.89819908
Mikkeli Airport,Mikkeli,Finland,MIK,61.6866,27.201799
Oulu Airport,Oulu,Finland,OUL,64.93009949,25.35460091
Pori Airport,Pori,Finland,POR,61.46170044,21.79999924
Rovaniemi Airport,Rovaniemi,Finland,RVN,66.56479645,25.83040047
Savonlinna Airport,Savonlinna,Finland,SVL,61.94309998,28.94510078
Sodankyla Airport,Sodankyla,Finland,SOT,67.39499664,26.61910057
Tampere-Pirkkala Airport,Tampere,Finland,TMP,61.41410065,23.60440063
Turku Airport,Turku,Finland,TKU,60.51409912,22.26280022
Utti Air Base,Utti,Finland,UTI,60.89640045,26.93840027
Vaasa Airport,Vaasa,Finland,VAA,63.05070114,21.7621994
Varkaus Airport,Varkaus,Finland,VRK,62.17110062,27.86860085
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,YLI,64.0547222,24.7252778
Belfast International Airport,Belfast,United Kingdom,BFS,54.65750122,-6.215829849
St Angelo Airport,Enniskillen,United Kingdom,ENK,54.39889908,-7.651669979
George Best Belfast City Airport,Belfast,United Kingdom,BHD,54.61809921,-5.872499943
City of Derry Airport,Londonderry,United Kingdom,LDY,55.0428009,-7.161109924
Birmingham International Airport,Birmingham,United Kingdom,BHX,52.45389938,-1.748029947
Coventry Airport,Coventry,United Kingdom,CVT,52.36970139,-1.479719996
Gloucestershire Airport,Golouchestershire,United Kingdom,GLO,51.89419937,-2.167220116
Cotswold Airport,Pailton,United Kingdom,GBA,51.668095,-2.05694
Manchester Airport,Manchester,United Kingdom,MAN,53.35369873,-2.274950027
Newquay Cornwall Airport,Newquai,United Kingdom,NQY,50.44060135,-4.995409966
RAF Lyneham,Lyneham,United Kingdom,LYE,51.5051,-1.99343
RNAS Yeovilton,Yeovilton,United Kingdom,YEO,51.00939941,-2.638819933
Haverfordwest Airport,Haverfordwest,United Kingdom,HAW,51.83309937,-4.961110115
Cardiff International Airport,Cardiff,United Kingdom,CWL,51.39670181,-3.343329906
Swansea Airport,Swansea,United Kingdom,SWS,51.6053009,-4.067830086
Bristol Airport,Bristol,United Kingdom,BRS,51.382702,-2.71909
Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,53.33359909,-2.849720001
London Luton Airport,London,United Kingdom,LTN,51.87469864,-0.368333012
Plymouth City Airport,Plymouth,United Kingdom,PLH,50.422798,-4.10583
Bournemouth Airport,Bournemouth,United Kingdom,BOH,50.77999878,-1.842499971
Southampton Airport,Southampton,United Kingdom,SOU,50.95029831,-1.35679996
Lasham Airport,Lasham,United Kingdom,QLA,51.18719864,-1.033499956
Alderney Airport,Alderney,Guernsey,ACI,49.706104,-2.21472
Guernsey Airport,Guernsey,Guernsey,GCI,49.43500137,-2.601969957
Jersey Airport,Jersey,Jersey,JER,49.207901,-2.195509911
Shoreham Airport,Shoreham By Sea,United Kingdom,ESH,50.835602,-0.297222
London Biggin Hill Airport,Biggin Hill,United Kingdom,BQH,51.3307991,0.032499999
London Gatwick Airport,London,United Kingdom,LGW,51.148102,-0.190278
London City Airport,London,United Kingdom,LCY,51.505299,0.055278
Farnborough Airport,Farnborough,United Kingdom,FAB,51.2757988,-0.776332974
Blackbushe Airport,Blackbushe,United Kingdom,BBS,51.32389832,-0.847500026
London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941
Southend Airport,Southend,United Kingdom,SEN,51.57139969,0.695555985
Lydd Airport,Lydd,United Kingdom,LYX,50.95610046,0.939167023
Kent International Airport,Manston,United Kingdom,MSE,51.342201,1.34611
Carlisle Airport,Carlisle,United Kingdom,CAX,54.9375,-2.809170008
Blackpool International Airport,Blackpool,United Kingdom,BLK,53.77170181,-3.028609991
Humberside Airport,Humberside,United Kingdom,HUY,53.57440186,-0.350832999
Barrow Walney Island Airport,Barrow Island,United Kingdom,BWF,54.1286111,-3.2675
Leeds Bradford Airport,Leeds,United Kingdom,LBA,53.86589813,-1.660570025
Warton Airport,Warton,United Kingdom,WRT,53.745098,-2.88306
Hawarden Airport,Hawarden,United Kingdom,CEG,53.17810059,-2.977780104
Isle of Man Airport,Isle Of Man,Isle of Man,IOM,54.08330154,-4.623889923
Newcastle Airport,Newcastle,United Kingdom,NCL,55.03749847,-1.691669941
Durham Tees Valley Airport,Teesside,United Kingdom,MME,54.50920105,-1.429409981
East Midlands Airport,East Midlands,United Kingdom,EMA,52.83110046,-1.328060031
Kirkwall Airport,Kirkwall,United Kingdom,KOI,58.95780182,-2.904999971
Sumburgh Airport,Sumburgh,United Kingdom,LSI,59.87889862,-1.295560002
Wick Airport,Wick,United Kingdom,WIC,58.45890045,-3.093060017
Aberdeen Dyce Airport,Aberdeen,United Kingdom,ABZ,57.20190048,-2.197779894
Inverness Airport,Inverness,United Kingdom,INV,57.54249954,-4.047500134
Glasgow International Airport,Glasgow,United Kingdom,GLA,55.87189865,-4.433060169
Edinburgh Airport,Edinburgh,United Kingdom,EDI,55.95000076,-3.372499943
Islay Airport,Islay,United Kingdom,ILY,55.68190002,-6.256669998
Glasgow Prestwick Airport,Prestwick,United Kingdom,PIK,55.50939941,-4.586669922
Benbecula Airport,Benbecula,United Kingdom,BEB,57.48109818,-7.362780094
Scatsta Airport,Scatsta,United Kingdom,SCS,60.43280029,-1.296110034
Dundee Airport,Dundee,United Kingdom,DND,56.45249939,-3.02583003
Stornoway Airport,Stornoway,United Kingdom,SYY,58.21559906,-6.331110001
Tiree Airport,Tiree,United Kingdom,TRE,56.49919891,-6.869170189
RAF Leuchars,Leuchars,United Kingdom,ADX,56.3728981,-2.868439913
RAF Lossiemouth,Lossiemouth,United Kingdom,LMO,57.7052002,-3.339169979
Cambridge Airport,Cambridge,United Kingdom,CBG,52.205002,0.175
Norwich International Airport,Norwich,United Kingdom,NWI,52.67580032,1.282780051
London Stansted Airport,London,United Kingdom,STN,51.88499832,0.234999999
Exeter International Airport,Exeter,United Kingdom,EXT,50.7344017,-3.413889885
Bristol Filton Airport,Bristol,United Kingdom,FZO,51.51940155,-2.590830088
Oxford (Kidlington) Airport,Oxford,United Kingdom,OXF,51.8368988,-1.320000052
RAF Benson,Benson,United Kingdom,BEX,51.61640167,-1.095829964
RAF Lakenheath,Lakenheath,United Kingdom,LKZ,52.40930176,0.56099999
RAF Mildenhall,Mildenhall,United Kingdom,MHZ,52.36190033,0.486405998
RAF Wyton,Wyton,United Kingdom,QUY,52.35720062,-0.107832998
RAF Fairford,Fairford,United Kingdom,FFD,51.68220139,-1.790030003
RAF Brize Norton,Brize Norton,United Kingdom,BZZ,51.75,-1.58362
RAF Odiham,Odiham,United Kingdom,ODH,51.23410034,-0.942825019
RAF Northolt,Northolt,United Kingdom,NHT,51.5530014,-0.418166995
RAF Coningsby,Coningsby,United Kingdom,QCY,53.0929985,-0.166014001
RAF Honington,Honington,United Kingdom,BEQ,52.34260178,0.772939026
RAF Scampton,Scampton,United Kingdom,SQZ,53.30780029,-0.550832987
RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,HRT,54.0489006,-1.252750039
RAF Waddington,Waddington,United Kingdom,WTN,53.16619873,-0.523810983
RAF Marham,Marham,United Kingdom,KNF,52.648395,0.550692
Mount Pleasant Airport,Mount Pleasant,Falkland Islands,MPN,-51.82279968,-58.44720078
Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,52.308601,4.76389
Maastricht Aachen Airport,Maastricht,Netherlands,MST,50.911701,5.77014
Eindhoven Airport,Eindhoven,Netherlands,EIN,51.45009995,5.374529839
Eelde Airport,Groningen,Netherlands,GRQ,53.11970139,6.579440117
Gilze Rijen Air Base,Gilze-rijen,Netherlands,GLZ,51.56740189,4.931829929
De Kooy Airport,De Kooy,Netherlands,DHR,52.92340088,4.780620098
Lelystad Airport,Lelystad,Netherlands,LEY,52.4603,5.52722
Leeuwarden Air Base,Leeuwarden,Netherlands,LWR,53.22859955,5.760560036
Rotterdam The Hague Airport,Rotterdam,Netherlands,RTM,51.956902,4.43722
Soesterberg Air Base,Soesterberg,Netherlands,UTC,52.12730026,5.276189804
Twente Airport,Enschede,Netherlands,ENS,52.275833,6.889167
Valkenburg Naval Air Base,Valkenburg,Netherlands,LID,52.16609955,4.41794014
Woensdrecht Air Base,Woensdrecht,Netherlands,WOE,51.4491,4.34203
Cork Airport,Cork,Ireland,ORK,51.84130096,-8.491109848
Galway Airport,Galway,Ireland,GWY,53.30020142,-8.941590309
Dublin Airport,Dublin,Ireland,DUB,53.421299,-6.27007
Ireland West Knock Airport,Connaught,Ireland,NOC,53.91030121,-8.818490028
Kerry Airport,Kerry,Ireland,KIR,52.18090057,-9.523779869
Shannon Airport,Shannon,Ireland,SNN,52.702,-8.92482
Sligo Airport,Sligo,Ireland,SXL,54.28020096,-8.599209785
Waterford Airport,Waterford,Ireland,WAT,52.18719864,-7.086959839
Aarhus Airport,Aarhus,Denmark,AAR,56.29999924,10.61900043
Billund Airport,Billund,Denmark,BLL,55.74029922,9.151780128
Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,55.61790085,12.65600014
Esbjerg Airport,Esbjerg,Denmark,EBJ,55.525902,8.5534
Karup Airport,Karup,Denmark,KRP,56.29750061,9.124629974
Læsø Airport,Laeso,Denmark,BYR,57.27719879,11.00010014
Lolland Falster Maribo Airport,Maribo,Denmark,MRW,54.699299,11.4401
Odense Airport,Odense,Denmark,ODE,55.47669983,10.33090019
Copenhagen Roskilde Airport,Copenhagen,Denmark,RKE,55.58560181,12.13140011
Bornholm Airport,Ronne,Denmark,RNN,55.06330109,14.75959969
Sønderborg Airport,Soenderborg,Denmark,SGD,54.96440125,9.791729927
Skrydstrup Air Base,Skrydstrup,Denmark,SKS,55.221048,9.26702
Skive Airport,Skive,Denmark,SQW,56.55020142,9.172980309
Thisted Airport,Thisted,Denmark,TED,57.06880188,8.705220222
Vagar Airport,Vagar,Faroe Islands,FAE,62.06359863,-7.277219772
Stauning Airport,Stauning,Denmark,STA,55.99010086,8.353910446
Aalborg Airport,Aalborg,Denmark,AAL,57.09275891,9.849243164
Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,49.6233333,6.2044444
Ålesund Airport,Alesund,Norway,AES,62.5625,6.119699955
Andøya Airport,Andoya,Norway,ANX,69.29250336,16.14419937
Alta Airport,Alta,Norway,ALF,69.97609711,23.37170029
Brønnøysund Airport,Bronnoysund,Norway,BNN,65.46109772,12.21749973
Bodø Airport,Bodo,Norway,BOO,67.26920319,14.36530018
Bergen Airport Flesland,Bergen,Norway,BGO,60.29339981,5.218140125
Båtsfjord Airport,Batsfjord,Norway,BJF,70.60050201,29.69140053
Kristiansand Airport,Kristiansand,Norway,KRS,58.204201,8.08537
Geilo Airport Dagali,Geilo,Norway,DLD,60.41730118,8.518349648
Bardufoss Airport,Bardufoss,Norway,BDU,69.05580139,18.54039955
"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,68.49130249,16.67810059
Leirin Airport,Fagernes,Norway,VDB,61.0155983,9.288060188
Florø Airport,Floro,Norway,FRO,61.58359909,5.024720192
Oslo Lufthavn,Oslo,Norway,OSL,60.121,11.0502
Haugesund Airport,Haugesund,Norway,HAU,59.34529877,5.208360195
Hasvik Airport,Hasvik,Norway,HAA,70.48670197,22.13969994
Kristiansund Airport (Kvernberget),Kristiansund,Norway,KSU,63.11180115,7.824520111
Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,KKN,69.72579956,29.8913002
Lista Airport,Farsund,Norway,FAN,58.09949875,6.626049995
Molde Airport,Molde,Norway,MOL,62.74470139,7.262499809
Mosjøen Airport (Kjærstad),Mosjoen,Norway,MJF,65.78399658,13.21490002
Banak Airport,Lakselv,Norway,LKL,70.06880188,24.9734993
Notodden Airport,Notodden,Norway,NTB,59.565701,9.21222
Ørland Airport,Orland,Norway,OLA,63.69889832,9.604000092
Røros Airport,Roros,Norway,RRS,62.57839966,11.34230042
"Moss Airport, Rygge",Rygge,Norway,RYG,59.378817,10.785439
"Svalbard Airport, Longyear",Svalbard,Norway,LYR,78.24610138,15.46560001
Skien Airport,Skien,Norway,SKE,59.18500137,9.566940308
Stord Airport,Stord,Norway,SRP,59.79190063,5.340849876
Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,SSJ,65.95680237,12.46889973
"Tromsø Airport,",Tromso,Norway,TOS,69.6832962,18.91889954
"Sandefjord Airport, Torp",Sandefjord,Norway,TRF,59.18669891,10.25860024
Trondheim Airport Værnes,Trondheim,Norway,TRD,63.4578018,10.9239998
Stavanger Airport Sola,Stavanger,Norway,SVG,58.87670135,5.63778019
Gdańsk Lech Wałęsa Airport,Gdansk,Poland,GDN,54.37760162,18.46619987
Kraków John Paul II International Airport,Krakow,Poland,KRK,50.077702,19.7848
Katowice International Airport,Katowice,Poland,KTW,50.4743,19.08
Poznań-Ławica Airport,Poznan,Poland,POZ,52.42100143,16.82629967
Rzeszów-Jasionka Airport,Rzeszow,Poland,RZE,50.11000061,22.0189991
"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,SZZ,53.58470154,14.90219975
Redzikowo Air Base,Slupsk,Poland,OSP,54.47890091,17.10750008
Warsaw Chopin Airport,Warsaw,Poland,WAW,52.16569901,20.96710014
Copernicus Wrocław Airport,Wroclaw,Poland,WRO,51.10269928,16.88579941
Zielona Góra-Babimost Airport,Zielona Gora,Poland,IEG,52.13850021,15.7986002
Ronneby Airport,Ronneby,Sweden,RNB,56.26670074,15.26500034
Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,57.66279984,12.27980042
Jönköping Airport,Joenkoeping,Sweden,JKG,57.75759888,14.06869984
Lidköping-Hovby Airport,Lidkoping,Sweden,LDK,58.4655,13.1744
Gothenburg City Airport,Gothenborg,Sweden,GSE,57.7747,11.8704
Skövde Airport,Skovde,Sweden,KVB,58.45640182,13.97270012
Trollhättan-Vänersborg Airport,Trollhattan,Sweden,THN,58.31809998,12.34500027
Karlskoga Airport,Karlskoga,Sweden,KSK,59.34590149,14.49590015
Mora Airport,Mora,Sweden,MXX,60.957901,14.5114
Stockholm Skavsta Airport,Stockholm,Sweden,NYO,58.78860092,16.91220093
Kristianstad Airport,Kristianstad,Sweden,KID,55.92169952,14.08549976
Oskarshamn Airport,Oskarshamn,Sweden,OSK,57.350498,16.497999
Kalmar Airport,Kalkmar,Sweden,KLR,56.6855011,16.28759956
Malmö Sturup Airport,Malmoe,Sweden,MMX,55.53630536,13.37619781
Halmstad Airport,Halmstad,Sweden,HAD,56.69110107,12.82019997
Växjö Kronoberg Airport,Vaxjo,Sweden,VXO,56.92910004,14.72799969
Sveg Airport,Sveg,Sweden,EVG,62.04779816,14.4229002
Gällivare Airport,Gallivare,Sweden,GEV,67.13240051,20.81459999
Hudiksvall Airport,Hudiksvall,Sweden,HUV,61.76810074,17.08069992
Kramfors Sollefteå Airport,Kramfors,Sweden,KRF,63.04859924,17.76889992
Lycksele Airport,Lycksele,Sweden,LYC,64.5483017,18.71619987
Sundsvall-Härnösand Airport,Sundsvall,Sweden,SDL,62.52809906,17.44389915
Örnsköldsvik Airport,Ornskoldsvik,Sweden,OER,63.40829849,18.98999977
Kiruna Airport,Kiruna,Sweden,KRN,67.8219986,20.33679962
Skellefteå Airport,Skelleftea,Sweden,SFT,64.62480164,21.07690048
Umeå Airport,Umea,Sweden,UME,63.79180145,20.28280067
Vilhelmina Airport,Vilhelmina,Sweden,VHM,64.57910156,16.83359909
Arvidsjaur Airport,Arvidsjaur,Sweden,AJR,65.59030151,19.28190041
Örebro Airport,Orebro,Sweden,ORB,59.22370148,15.03800011
Stockholm Västerås Airport,Vasteras,Sweden,VST,59.58940125,16.63360023
Luleå Airport,Lulea,Sweden,LLA,65.54380035,22.12199974
Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,59.65190125,17.91860008
Stockholm-Bromma Airport,Stockholm,Sweden,BMA,59.35440063,17.94169998
Borlange Airport,Borlange,Sweden,BLE,60.42200089,15.51519966
Hultsfred Airport,Hultsfred,Sweden,HLF,57.525799,15.8233
Gävle Sandviken Airport,Gavle,Sweden,GVX,60.59329987,16.95140076
Linköping City Airport,Linkoeping,Sweden,LPI,58.40620041,15.68050003
Norrköping Airport,Norrkoeping,Sweden,NRK,58.5862999,16.25060081
Eskilstuna Airport,Eskilstuna,Sweden,EKT,59.35110092,16.70840073
Visby Airport,Visby,Sweden,VBY,57.66279984,18.34620094
Spangdahlem Air Base,Spangdahlem,Germany,SPM,49.97269821,6.692500114
Ramstein Air Base,Ramstein,Germany,RMS,49.43690109,7.600279808
Celle Airport,Celle,Germany,ZCN,52.59120178,10.02210045
Fritzlar Airport,Fritzlar,Germany,FRZ,51.1146,9.286
Hanau Army Air Field,Hanau,Germany,ZNF,50.169201,8.96159
Flugplatz Kitzingen,Kitzingen,Germany,KZG,49.743099,10.2006
Nordholz Naval Airbase,Nordholz,Germany,FCN,53.7677002,8.658499718
Geilenkirchen Air Base,Geilenkirchen,Germany,GKE,50.9608,6.04242
Rostock-Laage Airport,Laage,Germany,RLG,53.91820145,12.27830029
Schleswig Air Base,Schleswig,Germany,WBG,54.459301,9.51633
Wiesbaden Army Airfield,Wiesbaden,Germany,WIE,50.04980087,8.325400352
Fürstenfeldbruck Air Base,Fuerstenfeldbruck,Germany,FEL,48.205555,11.266944
Ingolstadt Manching Airport,Ingolstadt,Germany,IGS,48.71569824,11.5340004
Gütersloh Air Base,Guetersloh,Germany,GUT,51.922798,8.30633
Alexander Bay Airport,Alexander Bay,South Africa,ALJ,-28.575001,16.5333
Aggeneys Airport,Aggeneys,South Africa,AGZ,-29.28179932,18.81389999
Bisho Airport,Bisho,South Africa,BIY,-32.89709854,27.27910042
Bram Fischer International Airport,Bloemfontein,South Africa,BFN,-29.09269905,26.30240059
Cape Town International Airport,Cape Town,South Africa,CPT,-33.96480179,18.60169983
King Shaka International Airport,Durban,South Africa,DUR,-29.61444444,31.11972222
Ben Schoeman Airport,East London,South Africa,ELS,-33.03559875,27.82589912
Ficksburg Sentraoes Airport,Ficksburg,South Africa,FCB,-28.82309914,27.90889931
Grand Central Airport,Johannesburg,South Africa,GCJ,-25.98629951,28.14010048
George Airport,George,South Africa,GRJ,-34.0056,22.378902
Harrismith Airport,Harrismith,South Africa,HRS,-28.23509979,29.10619926
Hoedspruit Air Force Base Airport,Hoedspruit,South Africa,HDS,-24.36860085,31.04870033
OR Tambo International Airport,Johannesburg,South Africa,JNB,-26.1392,28.246
P C Pelser Airport,Klerksdorp,South Africa,KXE,-26.87109947,26.71800041
Kimberley Airport,Kimberley,South Africa,KIM,-28.80279922,24.76519966
Johan Pienaar Airport,Kuruman,South Africa,KMH,-27.45669937,23.41139984
Kleinsee Airport,Kleinsee,South Africa,KLZ,-29.68840027,17.09399986
Lanseria Airport,Johannesburg,South Africa,HLA,-25.93849945,27.92609978
Langebaanweg Airport,Langebaanweg,South Africa,SDB,-32.96889877,18.1602993
Ladysmith Airport,Ladysmith,South Africa,LAY,-28.58169937,29.74970055
Margate Airport,Margate,South Africa,MGH,-30.85740089,30.34300041
Riverside Airport,Malalane,South Africa,LLE,-25.43000031,31.57670021
Mkuze Airport,Mkuze,South Africa,MZQ,-27.62610054,32.04430008
Newcastle Airport,Newcastle,South Africa,NCS,-27.77059937,29.9769001
Overberg Airport,Overberg,South Africa,OVG,-34.55490112,20.2507
Oudtshoorn Airport,Oudtshoorn,South Africa,OUH,-33.60699844,22.18899918
Port Elizabeth Airport,Port Elizabeth,South Africa,PLZ,-33.98490143,25.61730003
Plettenberg Bay Airport,Plettenberg Bay,South Africa,PBZ,-34.08816017,23.32872343
Hendrik Van Eck Airport,Phalaborwa,South Africa,PHW,-23.93720055,31.15539932
Port St Johns Airport,Port Saint Johns,South Africa,JOH,-31.60589981,29.51980019
Pietermaritzburg Airport,Pietermaritzburg,South Africa,PZB,-29.64900017,30.39870071
Pilanesberg International Airport,Pilanesberg,South Africa,NTY,-25.33379936,27.17340088
Polokwane International Airport,Potgietersrus,South Africa,PTG,-23.845269,29.458615
Potchefstroom Airport,Potchefstroom,South Africa,PCF,-26.67099953,27.08189964
Queenstown Airport,Queenstown,South Africa,UTW,-31.92020035,26.88220024
Richards Bay Airport,Richard's Bay,South Africa,RCB,-28.74099922,32.09209824
Robertson Airport,Robertson,South Africa,ROD,-33.81219864,19.90279961
Springbok Airport,Springbok,South Africa,SBU,-29.68930054,17.93959999
Secunda Airport,Secunda,South Africa,ZEC,-26.52409935,29.17009926
Sishen Airport,Sishen,South Africa,SIS,-27.64859962,22.9993
Skukuza Airport,Skukuza,South Africa,SZK,-24.96089935,31.58869934
Tzaneen Airport,Tzaneen,South Africa,LTA,-23.82439995,30.32929993
Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,ULD,-28.32060051,31.41650009
Pierre Van Ryneveld Airport,Upington,South Africa,UTN,-28.39909935,21.2602005
K. D. Matanzima Airport,Umtata,South Africa,UTT,-31.54636318,28.6733551
Vryburg Airport,Vryburg,South Africa,VRU,-26.98240089,24.72879982
Virginia Airport,Durban,South Africa,VIR,-29.77059937,31.0583992
Vredendal Airport,Vredendal,South Africa,VRE,-31.64100075,18.5447998
Wonderboom Airport,Pretoria,South Africa,PRY,-25.6539,28.224199
Waterkloof Air Force Base,Waterkloof,South Africa,WKF,-25.82999992,28.22249985
Francistown Airport,Francistown,Botswana,FRW,-21.1595993,27.47450066
Jwaneng Airport,Jwaneng,Botswana,JWA,-24.60230064,24.69099998
Kasane Airport,Kasane,Botswana,BBK,-17.83289909,25.16239929
Maun Airport,Maun,Botswana,MUB,-19.97260094,23.43110085
